constraint_score,N90,cv_effect_N90,promoter_dominance,enhancer_load,balance_metric,skewness_effect,vg_eqtl,is_essential,gene_symbol,loeuf_score,cluster,architecture_type,pca1,pca2
-0.6979875731206311,20,0.7266618349370731,0.029114246929859852,0.3828049513079532,0.025297112470027115,5.288485704441855,0.00335642,1,SIPA1L2,0.287,0,buffered (complex),-1.0359471367698851,-0.01395541163802114
-0.1495471782473947,12,0.39952126157032736,0.029629251668880762,0.5705637927230482,0.07839217322504814,4.146076847450698,0.00637079,1,ENPP1,0.586,0,buffered (complex),-0.27262572312082217,0.9348515714685294
0.21518184944223437,15,0.8529501399205086,0.0,0.0,0.13339479259682674,4.992648398660803,0.000873799,1,MAPK6,0.407,0,buffered (complex),0.14247211682002375,0.7303556133932683
-0.4410038836064451,20,0.7283640038377623,0.04291058999459398,0.03591846399828566,0.07548976762571902,4.49181729626115,0.000170338,1,SUPT16H,0.12,0,buffered (complex),-0.6021032002276396,-0.12362613935361985
-0.0008881220988815116,7,0.4865231265098813,0.015097302313249817,0.09064241078938005,0.027996798443874173,3.77587762408469,0.00210356,1,TLN2,0.279,0,buffered (complex),0.48793187787171216,0.13458888766748947
-0.7894492873003963,11,0.7160909086316497,0.10187555691628156,0.26053120860788076,0.05084622242042407,5.013893415398062,0.000241882,1,PSMC1,0.138,0,buffered (complex),-0.48143489036245446,-0.02680740399553883
-0.371223741257591,19,0.7207966689657209,0.11515620890022081,0.011695453563257203,0.06996160136181365,5.0882902611219,0.000871191,1,PSIP1,0.266,0,buffered (complex),-0.2982793821507361,-0.534209615710125
-0.6164606050520873,14,0.8525414206167551,0.0034339837856740612,0.13597251833620683,0.010125033681062524,6.7955903320863165,0.00349469,1,HMGCR,0.26,0,buffered (complex),-0.5171671662612555,-0.14091171757473128
-0.7937380674414364,19,0.7651546822683558,3.460016325565002e-05,0.3519109102122444,0.006716165882999415,5.646623143843369,0.00610713,1,COL15A1,0.504,0,buffered (complex),-1.0948239559388597,-0.030281732921701672
-0.8110074582935639,45,1.3366764199982233,0.264217872004166,0.2644474671292815,0.005938616809195702,5.8563381926869456,0.00151341,1,FCHO2,0.222,0,buffered (complex),-1.8513465660648438,-2.2432939925810214
-0.5219571186166655,8,0.46854106780765775,0.0,0.0,0.042259530134363746,3.727749836277066,0.00109484,1,EPB41,0.519,0,buffered (complex),-0.07673310335394606,0.13954011118824858
-0.2763096281844105,13,0.320734291822792,0.01927415958526633,0.5415516793606978,0.04258102638710008,4.562610420476683,0.000438807,1,FAM120A,0.163,0,buffered (complex),-0.39488209013203585,0.6112408946706843
0.14650655528867032,9,0.49495845236911806,0.021098037187173728,0.42405855421828875,0.025613151335299154,4.434958066146046,0.000591202,1,HIKESHI,0.591,0,buffered (complex),0.33440880636917136,0.469211070285749
-0.725183941121761,5,0.6725718941433413,0.029557886658956076,0.0036537623660410036,0.014240712481134855,8.91473602009082,0.000534125,1,OSBPL8,0.416,0,buffered (complex),-0.013504143093625303,-0.1635967717044297
-0.9093843874485112,10,0.3626131130648727,0.1352780375294749,0.47564136734327644,0.6292103591102677,2.1760704881740667,0.000989967,1,PSMD13,0.194,0,buffered (complex),-1.6510302038930031,5.096459084647027
-0.495225363629691,11,0.29901841723941264,0.04106129825120298,0.014069316128144889,0.09120749580940826,5.675117112339608,0.000513558,1,FASTK,0.583,0,buffered (complex),-0.21080187496189282,0.2742761260332782
